chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,own_goals,attacking_bonus,defending_bonus,crosses,key_passes,big_chances_created,clearances_blocks_interceptions,recoveries
100.0,100.0,432539,0,0,0,0,0,4,3.6,3.6,6,Ryan,3.6,430,False,,2021-07-10T07:16:30.998925Z,50,432539.jpg,2.9,Moon,0.5,False,,a,13,6810,38,372,2,216,9,0.7,7.6,Moon,624,4,0,3,11,0,0,2,0,0,0,0,0,1,4,0,6,22
,,455663,0,0,-1,1,0,2,0.0,0.0,0,Dean,0.0,431,False,,,44,455663.jpg,1.0,Solomons,0.0,False,,a,13,6810,1,0,0,6,0,0.0,0.2,Solomons,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,,536030,0,0,0,0,1,3,0.0,2.8,0,Oliver,2.8,444,False,Skadad. Tillbaka i spel: okänt,2021-08-23T11:38:52.394187Z,45,536030.jpg,2.3,Alfonsi,0.1,False,,i,13,6810,16,26,1,7,0,0.6,3.6,Alfonsi,236,1,0,2,1,0,0,1,0,0,0,0,0,1,2,0,8,12
,,244624,0,0,0,0,0,4,1.2,1.2,0,Des,1.2,453,False,,,50,244624.jpg,2.0,Kunst,0.0,False,,a,13,6810,8,11,0,7,0,0.2,1.6,Kunst,263,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,1,6
,,173951,0,0,0,0,0,2,0.0,0.0,0,Adnan,0.0,479,False,,,45,173951.jpg,0.0,Kojic,0.0,False,,a,13,6810,0,0,0,0,0,0.0,0.0,Kojic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,507930,0,0,-3,3,1,4,2.0,2.0,2,Amin,2.0,27,False,,2021-07-16T12:07:19.769199Z,52,507930.jpg,2.8,Sarr,4.6,False,,a,14,2360,25,2171,11,1244,25,0.4,4.8,Sarr,552,2,0,1,10,0,0,0,0,0,0,0,0,0,1,0,6,19
,,156601,0,0,-4,4,0,3,0.8,0.8,3,Elias,0.8,184,False,,,66,156601.jpg,1.8,Andersson,2.5,False,,a,14,2360,7,17,0,1145,1,0.1,1.1,Andersson,158,0,0,1,2,0,0,0,0,0,0,0,1,3,2,0,2,12
,,164595,0,0,-2,2,0,1,4.8,4.8,7,Carljohan,4.8,350,False,,,48,164595.jpg,4.8,Eriksson,3.2,False,,a,14,2360,29,167,2,944,4,1.0,6.0,Eriksson,540,0,0,2,6,0,0,1,0,19,0,0,8,0,0,0,7,64
,,428645,0,0,0,0,0,1,0.0,0.0,0,Samuel,0.0,351,False,,,50,428645.jpg,4.4,Brolin,2.0,False,,a,14,2360,44,352,1,559,11,0.0,8.8,Brolin,900,0,0,2,13,0,0,0,0,36,0,0,12,0,0,0,6,95
,,531422,0,0,0,0,0,1,0.0,0.0,0,Pontus,0.0,352,False,,,40,531422.jpg,0.0,Zvar,0.8,False,,a,14,2360,0,41,0,101,1,0.0,0.0,Zvar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,194971,0,0,-1,1,2,2,0.0,0.0,0,Eric,0.0,353,False,Lämnat för Altayspor.,2021-07-19T08:34:37.487117Z,49,194971.jpg,4.7,Björkander,2.2,False,,n,14,2360,52,1508,0,1887,9,0.0,10.6,Björkander,990,1,0,3,13,0,0,0,0,0,0,0,16,1,5,0,120,47
100.0,100.0,225243,0,0,-1,1,0,2,3.8,3.8,7,Max,3.8,354,False,,2021-07-06T07:34:50.946910Z,49,225243.jpg,3.6,Watson,2.3,False,,a,14,2360,54,140,0,582,1,0.8,11.0,Watson,1345,0,0,4,18,0,0,2,0,0,0,1,15,1,2,1,111,59
100.0,100.0,501555,0,0,-1,1,0,2,0.0,0.0,0,Jasen,0.0,355,False,,2021-04-12T07:28:51.073609Z,44,501555.jpg,0.0,Khayat,0.1,False,,a,14,2360,0,4,0,13,0,0.0,0.0,Khayat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,214920,0,0,-4,4,0,2,0.0,0.0,0,Daan,0.0,356,False,,,46,214920.jpg,2.9,Klinkenberg,0.2,False,,a,14,2360,20,14,0,64,1,0.0,4.3,Klinkenberg,513,0,0,1,7,0,0,0,0,0,0,0,5,0,2,0,41,26
,,198254,0,0,1,-1,2,2,4.5,4.5,6,Joel,4.5,357,False,,,56,198254.jpg,4.6,Nilsson,9.4,False,,a,14,2360,73,3467,11,2585,36,0.8,13.0,Nilsson,1378,2,2,4,18,0,0,1,0,0,0,4,10,13,11,2,34,93
,,173829,0,0,-2,2,0,2,0.0,0.0,0,Josip,0.0,358,False,,,43,173829.jpg,1.0,Filipovic,0.1,False,,a,14,2360,3,7,0,31,0,0.0,0.7,Filipovic,48,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,7
,,470843,0,0,-1,1,2,2,3.8,3.8,6,Kadir,3.8,359,False,,,54,470843.jpg,3.8,Hodzic,2.4,False,,a,14,2360,61,835,2,772,4,0.7,11.3,Hodzic,1383,0,1,4,18,0,0,2,0,0,0,6,11,22,24,1,41,79
,,100722,0,0,-3,3,0,3,2.2,2.2,1,Andreas,2.2,360,False,,,52,100722.jpg,2.2,Blomqvist,0.3,False,,a,14,2360,36,15,1,81,0,0.4,6.9,Blomqvist,883,0,1,2,11,0,0,0,0,0,0,2,3,3,11,1,17,49
,,506231,0,0,-1,1,0,3,0.0,0.0,0,Adam,0.0,361,False,,,44,506231.jpg,1.0,Petersson,0.2,False,,a,14,2360,5,7,0,22,0,0.0,1.1,Petersson,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1
100.0,100.0,66510,-1,1,-5,5,0,3,1.0,1.0,0,David,1.0,362,False,,2021-07-30T06:07:04.000437Z,60,66510.jpg,2.4,Löfquist,3.4,False,,a,14,2360,36,331,0,1980,10,0.2,6.0,Löfquist,1167,0,0,2,17,0,1,4,0,0,0,11,1,29,28,1,16,40
,,506236,0,0,-1,1,0,3,2.8,2.8,5,Viktor,2.8,363,False,,,44,506236.jpg,1.9,Gustafson,0.4,False,,a,14,2360,28,105,1,98,1,0.6,6.4,Gustafson,679,0,0,2,9,0,0,2,0,0,0,3,3,2,5,3,21,46
100.0,100.0,169222,0,0,-1,1,0,3,1.0,1.0,3,Jesper,1.0,364,False,,2021-08-02T17:29:41.459344Z,44,169222.jpg,2.0,Gustavsson,2.5,False,,a,14,2360,30,309,0,835,3,0.2,6.8,Gustavsson,1081,0,0,4,13,0,0,5,0,0,0,2,3,1,12,1,20,58
,,506234,0,0,-1,1,0,3,0.0,0.0,0,Hampus,0.0,365,False,,,44,506234.jpg,0.0,Holgersson,0.1,False,,a,14,2360,0,17,0,23,0,0.0,0.0,Holgersson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,59038,0,0,-2,2,0,3,0.0,0.0,0,Enoch,0.0,366,False,Avstängd GW16-17,2021-08-10T08:33:32.589586Z,48,59038.jpg,2.2,Kofi Adu,2.1,False,,s,14,2360,27,127,0,604,7,0.0,5.6,Kofi Adu,855,0,0,3,14,0,0,1,1,0,0,0,5,1,1,0,21,62
,,467602,0,0,-1,1,0,3,0.0,0.0,0,Ludwig,0.0,367,False,,,44,467602.jpg,0.0,Carlius,0.1,False,,a,14,2360,0,9,0,13,0,0.0,0.0,Carlius,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
100.0,100.0,523993,0,0,-1,1,0,2,0.8,0.8,0,Herman,0.8,368,False,,2021-04-12T07:28:51.096520Z,44,523993.jpg,1.0,Johansson,0.1,False,,a,14,2360,3,4,0,19,0,0.2,0.7,Johansson,36,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
,,483378,0,0,-3,3,0,4,2.5,2.5,1,Jacob,2.5,369,False,,,62,483378.jpg,3.4,Bergström,5.0,False,,a,14,2360,55,1448,1,2466,18,0.4,8.9,Bergström,1373,3,2,3,19,0,0,1,0,0,1,3,3,3,17,2,26,46
,,479403,0,0,-4,4,1,4,2.5,2.5,2,Mamudu,2.5,370,False,,,51,479403.jpg,2.1,Moro,2.6,False,,a,14,2360,30,90,1,1562,2,0.5,5.9,Moro,358,3,0,1,3,0,0,2,0,0,0,0,1,1,4,0,3,23
0.0,0.0,467607,0,0,-4,4,0,4,0.0,0.0,0,Taylor,0.0,371,False,Rehabtränar. Tillbaka i spel: 1-2 veckor,2021-06-28T08:53:42.543973Z,41,467607.jpg,1.0,Silverholt,1.8,False,,i,14,2360,3,371,0,1679,1,0.0,0.7,Silverholt,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
0.0,0.0,198384,0,0,-3,3,0,4,0.0,0.0,0,Neftali,0.0,372,False,Återvänt till Sporting Gijon,2021-06-30T08:18:18.389168Z,52,198384.jpg,1.0,Manzambi,0.0,False,,u,14,2360,4,5,0,32,0,0.0,0.8,Manzambi,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
,,200811,0,0,-3,3,0,2,0.0,0.0,0,Mark,0.0,373,False,,,42,200811.jpg,0.0,Tokich,0.0,False,,a,14,2360,0,7,0,23,0,0.0,0.0,Tokich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,484478,0,0,-1,1,0,2,3.2,3.2,7,Ivan,3.2,422,False,,2021-05-14T08:52:36.147263Z,44,484478.jpg,2.8,Kricak,0.2,False,,a,14,2360,37,113,0,65,0,0.7,8.4,Kricak,1086,0,0,3,15,0,0,6,0,0,0,0,11,0,2,0,72,63
,,538153,0,0,-1,1,0,4,0.5,0.5,1,Noah,0.5,443,False,,,39,538153.jpg,1.0,Persson,0.1,False,,a,14,2360,2,93,0,50,1,0.1,0.5,Persson,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,,469584,0,0,0,0,0,2,1.0,1.0,0,Magnus,1.0,452,False,,,50,469584.jpg,2.0,Wörts,0.0,False,,a,14,2360,4,2,0,0,0,0.2,0.8,Wörts,180,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,12,9
,,420856,0,0,0,0,0,2,4.0,4.0,7,Carlos,4.0,478,False,,,45,420856.jpg,4.0,Moros Gracia,0.0,False,,a,14,2360,12,3,0,0,0,0.9,2.7,Moros,201,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,15,12
,,198270,0,0,0,0,0,4,0.0,0.0,0,Sam,0.0,482,False,,,65,198270.jpg,0.0,Johnson,0.0,False,,a,14,2360,0,17,0,3,0,0.0,0.0,Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,156607,0,0,6,-6,2,1,5.2,5.2,4,Malkolm,5.2,374,True,,,51,156607.jpg,5.5,Nilsson Säfqvist,28.2,False,,a,15,466,88,6804,108,1244,25,1.0,17.3,Nilsson Säfqvist,1440,0,1,5,13,1,0,1,0,35,0,1,23,0,1,1,14,175
,,479619,0,0,0,0,0,1,0.0,0.0,0,Malte,0.0,375,False,,,40,479619.jpg,0.0,Påhlsson,7.9,False,,a,15,466,0,807,8,990,10,0.0,0.0,Påhlsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,192734,0,0,-2,2,1,2,2.4,2.4,0,Alexander,2.4,376,False,,,43,192734.jpg,2.8,Berntsson,0.3,False,,a,15,466,14,11,0,48,0,0.6,3.3,Berntsson,191,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,21,10
,,209089,0,0,0,0,0,2,3.8,3.8,2,Andreas,3.8,377,False,,,50,209089.jpg,3.6,Bengtsson,0.8,False,,a,15,466,58,240,3,134,4,0.8,11.6,Bengtsson,1425,0,0,5,13,0,0,1,0,0,0,2,7,9,9,1,78,73
,,27646,0,0,2,-2,0,2,4.8,4.8,4,Andreas,4.8,378,False,,,57,27646.jpg,4.3,Johansson,5.4,False,,a,15,466,69,1337,19,684,11,0.8,12.1,Andreas Johansson,1440,0,0,5,13,0,0,1,0,0,0,1,19,0,5,1,96,96
,,512777,0,0,4,-4,1,2,5.2,5.2,6,Edvin,5.2,379,False,,,49,512777.jpg,4.2,Kurtulus,7.2,False,,a,15,466,68,3464,47,845,13,1.1,13.9,Kurtulus,1305,0,1,5,12,0,0,1,0,0,0,4,14,13,14,1,57,103
0.0,0.0,449937,0,0,-1,1,0,2,0.0,0.0,0,Isac,0.0,380,False,Skadad. Tillbaka i spel: okänt,2021-05-02T10:57:23.510273Z,39,449937.jpg,0.0,Larsson,1.0,False,,i,15,466,0,34,0,385,2,0.0,0.0,Larsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,78947,0,0,-1,1,0,2,2.4,2.4,2,Joseph,2.4,381,False,,2021-08-10T08:31:11.983557Z,54,78947.jpg,4.1,Baffo,2.0,False,,a,15,466,57,380,5,337,2,0.4,10.6,Baffo,1252,0,0,4,12,0,0,4,0,0,0,0,19,0,4,0,92,93
100.0,100.0,91072,0,0,-1,1,0,2,0.0,0.0,0,Viktor,0.0,382,False,,2021-04-06T08:30:37.462670Z,39,91072.jpg,0.0,Ljung,0.3,False,,a,15,466,0,14,0,63,1,0.0,0.0,Ljung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,27647,0,0,-4,4,0,3,0.0,0.0,0,Dusan,0.0,383,False,,,46,27647.jpg,1.0,Djuric,0.3,False,,a,15,466,1,9,0,144,0,0.0,0.2,Djuric,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,479616,0,0,-4,4,0,3,2.4,2.4,3,Emil,2.4,384,False,,,51,479616.jpg,2.0,Tot Wikström,0.3,False,,a,15,466,30,17,0,180,0,0.5,5.9,Tot Wikström,618,0,1,2,4,0,0,0,0,0,0,0,4,1,2,0,9,42
,,479618,0,0,-2,2,0,3,1.2,1.2,0,Erik,1.2,385,False,,,43,479618.jpg,1.5,Ahlstrand,0.7,False,,a,15,466,17,227,4,169,4,0.3,4.0,Ahlstrand,330,0,1,0,8,0,0,1,0,0,0,0,1,1,3,0,5,20
,,96133,0,0,-1,1,0,3,3.8,3.8,4,Joel,3.8,386,False,,,49,96133.jpg,3.2,Allansson,0.4,False,,a,15,466,48,69,4,83,1,0.8,9.8,Allansson,1321,0,0,6,10,0,0,3,0,0,0,3,12,8,14,0,40,101
0.0,0.0,241640,0,0,-1,1,0,3,0.0,0.0,0,Jonathan,0.0,387,False,Korsbandsskadad. Tillbaka i spel: okänt,2021-03-23T09:31:54.474012Z,44,241640.jpg,0.0,Svedberg,0.1,False,,i,15,466,0,5,0,14,0,0.0,0.0,Svedberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,531084,0,0,-2,2,0,3,3.8,3.8,4,Samuel,3.8,388,False,,2021-04-06T10:14:36.025064Z,63,531084.jpg,3.6,Kroon,0.3,False,,a,15,466,29,47,0,96,0,0.6,4.6,Kroon,578,1,0,3,5,0,0,1,0,0,0,3,4,11,11,1,8,39
,,105552,0,0,-2,2,0,3,1.6,1.6,1,Simon,1.6,389,False,,,48,105552.jpg,2.8,Lundevall,0.9,False,,a,15,466,39,231,0,348,1,0.3,8.1,Lundevall,814,0,2,4,8,0,0,2,0,0,0,6,1,9,15,5,8,47
100.0,100.0,479615,0,0,-1,1,0,3,0.6,0.6,1,Thomas,0.6,390,False,,2021-07-20T10:55:50.631851Z,49,479615.jpg,2.3,Boakye,1.5,False,,a,15,466,32,1188,0,874,4,0.1,6.5,Boakye,819,0,2,3,6,0,0,2,1,0,0,3,3,12,13,0,26,38
100.0,100.0,484485,0,0,0,0,0,3,3.8,3.8,6,Amir,3.8,391,False,,2021-08-10T08:32:17.907600Z,60,484485.jpg,3.7,Al-Ammari,0.7,False,,a,15,466,56,258,11,255,1,0.6,9.3,Al-Ammari,1350,2,1,5,12,0,0,4,0,0,0,1,11,14,16,0,50,88
,,531085,-1,1,-3,3,0,4,0.0,0.0,0,Alexander,0.0,392,False,,,37,531085.jpg,0.0,Johansson,2.6,False,,a,15,466,0,543,19,1252,8,0.0,0.0,Alexander Johansson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,143288,0,0,-3,3,1,4,2.6,2.6,2,Mikael,2.6,393,False,,,52,143288.jpg,2.1,Boman,2.1,False,,a,15,466,29,1000,0,1258,2,0.5,5.6,Boman,533,2,0,2,6,0,0,0,0,0,0,0,0,1,4,0,9,15
,,249041,0,0,-1,1,0,4,2.4,2.4,6,Sadat,2.4,394,False,,,54,249041.jpg,2.6,Karim,0.4,False,,a,15,466,42,167,1,135,0,0.4,7.8,Karim,908,2,1,6,7,0,0,0,0,0,0,2,1,1,12,2,19,33
0.0,0.0,101065,0,0,-3,3,0,2,0.0,0.0,0,Phil,0.0,395,False,Knäskadad. Tillbaka i spel: långtidsskadad,2021-04-12T07:31:27.273562Z,47,101065.jpg,1.0,Ofosu Ayeh,0.1,False,,i,15,466,1,1,0,96,0,0.0,0.2,Ofosu Ayeh,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
,,91073,0,0,1,-1,0,4,2.2,2.2,3,Marcus,2.2,396,False,,,71,91073.jpg,3.9,Antonsson,12.8,False,,a,15,466,62,3686,17,4402,49,0.3,8.7,Antonsson,1437,5,0,5,13,0,0,0,0,0,0,4,1,4,14,3,9,34
,,538116,0,0,-2,2,0,4,0.0,0.0,0,Albin,0.0,441,False,,,38,538116.jpg,0.0,Binnefors,0.3,False,,a,15,466,0,227,6,108,2,0.0,0.0,Binnefors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,538402,0,0,0,0,0,3,0.0,0.0,0,Kasper,0.0,442,False,,,45,538402.jpg,0.0,Karlsson,0.0,False,,a,15,466,0,15,0,6,1,0.0,0.0,Karlsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,531043,0,0,0,0,0,1,2.8,2.8,3,Jeffrey,2.8,398,False,,,40,531043.jpg,5.3,Gal,11.0,False,,a,16,2961,16,799,31,1587,7,0.7,4.0,Gal,270,0,0,1,4,0,0,0,0,9,0,0,5,0,0,0,5,44
,,193788,0,0,0,0,1,2,3.0,3.0,1,Anton,3.0,399,False,,,45,193788.jpg,3.1,Kralj,2.2,False,,a,16,2961,46,970,3,675,4,0.7,10.2,Kralj,1092,0,1,4,19,0,0,1,0,0,0,1,7,2,7,1,47,60
,,86488,0,0,-2,2,0,2,0.0,0.0,0,Christoffer,0.0,400,False,,,38,86488.jpg,0.0,Wiktorsson,3.0,False,,a,16,2961,0,360,8,1080,7,0.0,0.0,Wiktorsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,531039,0,0,-1,1,0,2,3.5,3.5,1,Gustav,3.5,401,False,,2021-04-19T08:34:58.905981Z,49,531039.jpg,1.8,Granath,0.4,False,,a,16,2961,20,13,0,159,0,0.7,4.1,Granath,726,0,1,1,17,0,0,1,0,0,1,0,4,1,2,0,34,29
,,447097,0,0,-2,2,1,2,3.2,3.2,1,Daniel,3.2,402,False,,,43,447097.jpg,3.7,Janevski,0.2,False,,a,16,2961,22,42,0,70,1,0.7,5.1,Janevski,469,0,0,2,7,0,0,0,0,0,0,0,5,0,1,0,28,41
100.0,100.0,249872,0,0,-1,1,1,2,1.5,1.5,0,Oliver,1.5,403,False,,2021-08-10T08:29:10.020758Z,49,249872.jpg,3.5,Ekroth,1.5,False,,a,16,2961,45,354,1,488,5,0.3,9.2,Ekroth,1170,0,0,2,24,0,0,3,0,0,0,0,22,0,5,0,107,88
,,531040,0,0,0,0,0,1,0.0,0.0,0,Hugo,0.0,404,False,,,40,531040.jpg,0.0,Claesson,2.0,False,,a,16,2961,0,68,0,135,1,0.0,0.0,Claesson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,225242,0,0,-4,4,0,2,0.5,0.5,0,Jonathan,0.5,405,False,,,46,225242.jpg,0.9,Tamimi,0.6,False,,a,16,2961,7,11,0,351,0,0.1,1.5,Tamimi,152,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,4,8
,,225241,0,0,-5,5,0,2,0.0,0.0,0,Erik,0.0,406,False,,,50,225241.jpg,1.3,Lindell,0.3,False,,a,16,2961,14,10,0,219,0,0.0,2.8,Lindell,401,0,1,0,8,0,0,1,0,0,0,0,1,3,6,0,19,15
100.0,100.0,177884,0,0,0,0,2,2,4.5,4.5,1,Sebastian,4.5,407,False,,2021-07-13T08:23:41.955789Z,50,177884.jpg,4.0,Ohlsson,0.7,False,,a,16,2961,60,367,4,200,4,0.9,12.0,Ohlsson,1350,0,2,4,22,0,0,4,0,0,0,2,17,0,9,1,73,105
100.0,100.0,531037,0,0,-1,1,3,3,4.2,4.2,2,Abdelrahman,4.2,408,False,,2021-06-28T08:54:47.349087Z,49,531037.jpg,3.7,Saidi,2.3,False,,a,16,2961,59,1115,31,597,4,0.9,12.0,Saidi,987,3,3,3,21,0,0,2,0,0,0,6,2,11,25,2,6,49
0.0,0.0,66556,0,0,-1,1,0,3,0.0,0.0,0,Nicklas,0.0,409,False,Inte tillgänglig,2021-06-28T08:54:47.367989Z,44,66556.jpg,1.0,Maripuu,0.7,False,,n,16,2961,3,12,0,415,2,0.0,0.7,Maripuu,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
,,204094,0,0,-1,1,1,3,0.2,0.2,1,Ferhad,0.2,410,False,,,49,204094.jpg,2.8,Ayaz,0.5,False,,a,16,2961,36,270,0,204,1,0.0,7.3,Ayaz,678,1,1,3,13,0,0,0,0,0,0,2,2,5,7,1,14,36
,,83946,0,0,-4,4,2,3,4.2,4.2,1,Johan,4.2,411,False,,,61,83946.jpg,3.3,Bertilsson,3.4,False,,a,16,2961,53,1067,4,1903,4,0.7,8.7,Bertilsson,1145,3,1,4,22,0,0,0,0,0,0,3,0,2,14,1,19,33
,,204903,0,0,-1,1,0,3,2.2,2.2,4,Christos,2.2,412,False,,,49,204903.jpg,3.5,Gravius,1.0,False,,a,16,2961,53,331,0,235,3,0.4,10.8,Gravius,1274,0,1,4,24,0,0,3,0,0,0,5,15,8,25,2,27,123
100.0,100.0,531036,0,0,-1,1,1,3,3.5,3.5,4,Adam,3.5,413,False,,2021-07-20T10:55:06.988007Z,44,531036.jpg,3.3,Carlén,3.4,False,,a,16,2961,49,799,14,1406,4,0.8,11.1,Carlén,1324,1,0,4,22,0,0,3,0,0,0,0,13,0,4,0,38,106
,,516497,0,0,-2,2,0,3,0.8,0.8,0,Adhavan,0.8,414,False,,,48,516497.jpg,1.0,Rajamohan,0.1,False,,a,16,2961,9,2,0,12,0,0.2,1.9,Rajamohan,66,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3
100.0,100.0,463581,0,0,-2,2,0,4,1.0,1.0,1,Villiam,1.0,415,False,,2021-04-19T08:34:58.961382Z,53,463581.jpg,1.5,Dahlström,0.2,False,,a,16,2961,15,13,0,139,0,0.2,2.8,Dahlström,217,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,2,6
,,477408,0,0,4,-4,3,4,4.8,4.8,2,Victor,4.8,416,True,,,69,477408.jpg,5.4,Edvardsen,27.4,False,,a,16,2961,86,10507,160,5601,45,0.7,12.5,Edvardsen,1440,8,3,4,27,0,0,1,0,0,0,5,1,16,24,3,4,46
100.0,100.0,249042,0,0,-4,4,0,4,1.8,1.8,1,Sargon,1.8,417,False,,2021-07-16T18:06:15.884978Z,56,249042.jpg,2.2,Abraham,4.2,False,,a,16,2961,28,351,0,2667,5,0.3,5.0,Abraham,744,0,1,1,12,0,0,0,0,0,0,3,1,1,8,3,6,21
,,531044,0,0,-1,1,0,2,0.0,0.0,0,Tufve,0.0,418,False,,,39,531044.jpg,0.0,Östlund,1.2,False,,a,16,2961,0,69,0,158,1,0.0,0.0,Östlund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,505647,0,0,-2,2,0,2,2.2,2.2,2,Sean,2.2,421,False,,2021-04-19T08:34:58.932234Z,48,505647.jpg,2.7,Sabetkar,0.4,False,,a,16,2961,35,31,1,187,1,0.5,7.3,Sabetkar,906,0,0,4,17,0,0,2,0,0,0,0,3,0,4,0,52,35
,,531828,0,0,0,0,0,3,0.2,0.2,0,Justin,0.2,456,False,,,50,531828.jpg,1.3,Salmon,0.0,False,,a,16,2961,4,1,0,1,0,0.0,0.8,Salmon,115,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
,,530511,0,0,0,0,0,2,0.0,0.0,-1,Axel,0.0,490,False,,,45,530511.jpg,0.0,Lindahl,0.0,False,,a,16,2961,0,11,1,1,0,0.0,0.0,Lindahl,44,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
,,175941,0,0,0,0,0,1,0.0,0.0,0,Alfie,0.0,492,False,,,45,175941.jpg,0.0,Whiteman,0.1,False,,a,16,2961,0,55,5,8,1,0.0,0.0,Whiteman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,547863,0,0,0,0,0,1,0.0,0.0,0,Karl,0.0,493,False,,,40,547863.jpg,0.0,Serrano,0.0,False,,a,16,2961,0,3,1,1,1,0.0,0.0,Serrano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,50.0,81797,0,0,0,0,0,4,1.2,1.2,0,Nikola,0.0,494,False,Inväntar arbetstillstånd,2021-08-20T18:51:20.733353Z,70,81797.jpg,0.0,Djurdjic,0.0,False,,d,16,2961,0,17,13,1,0,0.0,0.0,Djurdjic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
